Date,Close,Predictions,Stock,Model,Method
2017-07-24,8990,,HAG,DIY,No
2017-07-25,8980,,HAG,DIY,No
2017-07-26,9100,,HAG,DIY,No
2017-07-27,9070,,HAG,DIY,No
2017-07-28,9200,,HAG,DIY,No
2017-07-31,9410,,HAG,DIY,No
2017-08-01,9450,,HAG,DIY,No
2017-08-02,9250,,HAG,DIY,No
2017-08-03,9220,,HAG,DIY,No
2017-08-04,9130,,HAG,DIY,No
2017-08-07,9150,,HAG,DIY,No
2017-08-08,9080,,HAG,DIY,No
2017-08-09,8990,,HAG,DIY,No
2017-08-10,8950,,HAG,DIY,No
2017-08-11,8800,,HAG,DIY,No
2017-08-14,8900,,HAG,DIY,No
2017-08-15,8900,,HAG,DIY,No
2017-08-16,8890,,HAG,DIY,No
2017-08-17,8400,,HAG,DIY,No
2017-08-18,8400,,HAG,DIY,No
2017-08-21,8600,,HAG,DIY,No
2017-08-22,8520,,HAG,DIY,No
2017-08-23,8350,,HAG,DIY,No
2017-08-24,8450,,HAG,DIY,No
2017-08-25,8480,,HAG,DIY,No
2017-08-28,8400,,HAG,DIY,No
2017-08-29,8590,,HAG,DIY,No
2017-08-30,8590,,HAG,DIY,No
2017-08-31,8490,,HAG,DIY,No
2017-09-01,8420,,HAG,DIY,No
2017-09-05,8390,,HAG,DIY,No
2017-09-06,8310,,HAG,DIY,No
2017-09-07,8420,,HAG,DIY,No
2017-09-08,8410,,HAG,DIY,No
2017-09-11,8320,,HAG,DIY,No
2017-09-12,8260,,HAG,DIY,No
2017-09-13,8310,,HAG,DIY,No
2017-09-14,8350,,HAG,DIY,No
2017-09-15,8370,,HAG,DIY,No
2017-09-18,8330,,HAG,DIY,No
2017-09-19,8280,,HAG,DIY,No
2017-09-20,8350,,HAG,DIY,No
2017-09-21,8400,,HAG,DIY,No
2017-09-22,8400,,HAG,DIY,No
2017-09-25,8360,,HAG,DIY,No
2017-09-26,8800,,HAG,DIY,No
2017-09-27,8690,,HAG,DIY,No
2017-09-28,8530,,HAG,DIY,No
2017-09-29,8400,,HAG,DIY,No
2017-10-02,8350,,HAG,DIY,No
2017-10-03,8250,,HAG,DIY,No
2017-10-04,8380,,HAG,DIY,No
2017-10-05,8300,,HAG,DIY,No
2017-10-06,8290,,HAG,DIY,No
2017-10-09,8340,,HAG,DIY,No
2017-10-10,8310,,HAG,DIY,No
2017-10-11,8320,,HAG,DIY,No
2017-10-12,8270,,HAG,DIY,No
2017-10-13,8280,,HAG,DIY,No
2017-10-16,8330,,HAG,DIY,No
2017-10-17,8290,,HAG,DIY,No
2017-10-18,8180,,HAG,DIY,No
2017-10-19,8180,,HAG,DIY,No
2017-10-20,8100,,HAG,DIY,No
2017-10-23,7740,,HAG,DIY,No
2017-10-24,7770,,HAG,DIY,No
2017-10-25,7910,,HAG,DIY,No
2017-10-26,7700,,HAG,DIY,No
2017-10-27,7550,,HAG,DIY,No
2017-10-30,7750,,HAG,DIY,No
2017-10-31,8020,,HAG,DIY,No
2017-11-01,8080,,HAG,DIY,No
2017-11-02,7520,,HAG,DIY,No
2017-11-03,7040,,HAG,DIY,No
2017-11-06,7290,,HAG,DIY,No
2017-11-07,7300,,HAG,DIY,No
2017-11-08,7320,,HAG,DIY,No
2017-11-09,7300,,HAG,DIY,No
2017-11-10,7440,,HAG,DIY,No
2017-11-13,7380,,HAG,DIY,No
2017-11-14,7220,,HAG,DIY,No
2017-11-15,7220,,HAG,DIY,No
2017-11-16,7720,,HAG,DIY,No
2017-11-17,7810,,HAG,DIY,No
2017-11-20,7670,,HAG,DIY,No
2017-11-21,7510,,HAG,DIY,No
2017-11-22,7520,,HAG,DIY,No
2017-11-23,7510,,HAG,DIY,No
2017-11-24,7690,,HAG,DIY,No
2017-11-27,7750,,HAG,DIY,No
2017-11-28,7820,,HAG,DIY,No
2017-11-29,7700,,HAG,DIY,No
2017-11-30,7730,,HAG,DIY,No
2017-12-01,7620,,HAG,DIY,No
2017-12-04,7510,,HAG,DIY,No
2017-12-05,7540,,HAG,DIY,No
2017-12-06,7700,,HAG,DIY,No
2017-12-07,7830,,HAG,DIY,No
2017-12-08,7730,,HAG,DIY,No
2017-12-11,7520,,HAG,DIY,No
2017-12-12,7310,,HAG,DIY,No
2017-12-13,7320,,HAG,DIY,No
2017-12-14,7380,,HAG,DIY,No
2017-12-15,7360,,HAG,DIY,No
2017-12-18,7720,,HAG,DIY,No
2017-12-19,7500,,HAG,DIY,No
2017-12-20,7510,,HAG,DIY,No
2017-12-21,7350,,HAG,DIY,No
2017-12-22,7410,,HAG,DIY,No
2017-12-25,7300,,HAG,DIY,No
2017-12-26,7400,,HAG,DIY,No
2017-12-27,7400,,HAG,DIY,No
2017-12-28,7450,,HAG,DIY,No
2017-12-29,7350,,HAG,DIY,No
2018-01-02,7250,,HAG,DIY,No
2018-01-03,7310,,HAG,DIY,No
2018-01-04,7460,,HAG,DIY,No
2018-01-05,7700,,HAG,DIY,No
2018-01-08,7670,,HAG,DIY,No
2018-01-09,7550,,HAG,DIY,No
2018-01-10,7630,,HAG,DIY,No
2018-01-11,7500,,HAG,DIY,No
2018-01-12,7500,,HAG,DIY,No
2018-01-15,7630,,HAG,DIY,No
2018-01-16,8160,,HAG,DIY,No
2018-01-17,8160,,HAG,DIY,No
2018-01-18,8300,,HAG,DIY,No
2018-01-19,8150,,HAG,DIY,No
2018-01-22,7940,,HAG,DIY,No
2018-01-23,7940,,HAG,DIY,No
2018-01-24,7940,,HAG,DIY,No
2018-01-25,8490,,HAG,DIY,No
2018-01-26,8400,,HAG,DIY,No
2018-01-29,8300,,HAG,DIY,No
2018-01-30,8090,,HAG,DIY,No
2018-01-31,8200,,HAG,DIY,No
2018-02-01,8050,,HAG,DIY,No
2018-02-02,8050,,HAG,DIY,No
2018-02-05,7490,,HAG,DIY,No
2018-02-06,6970,,HAG,DIY,No
2018-02-07,7110,,HAG,DIY,No
2018-02-08,6620,,HAG,DIY,No
2018-02-09,6500,,HAG,DIY,No
2018-02-12,6150,,HAG,DIY,No
2018-02-13,6500,,HAG,DIY,No
2018-02-21,6520,,HAG,DIY,No
2018-02-22,6300,,HAG,DIY,No
2018-02-23,6350,,HAG,DIY,No
2018-02-26,6200,,HAG,DIY,No
2018-02-27,6400,,HAG,DIY,No
2018-02-28,6220,,HAG,DIY,No
2018-03-01,6250,,HAG,DIY,No
2018-03-02,6290,,HAG,DIY,No
2018-03-05,6320,,HAG,DIY,No
2018-03-06,6760,,HAG,DIY,No
2018-03-07,6990,,HAG,DIY,No
2018-03-08,6910,,HAG,DIY,No
2018-03-09,7080,,HAG,DIY,No
2018-03-12,7090,,HAG,DIY,No
2018-03-13,7150,,HAG,DIY,No
2018-03-14,7410,,HAG,DIY,No
2018-03-15,7410,,HAG,DIY,No
2018-03-16,7280,,HAG,DIY,No
2018-03-19,6900,,HAG,DIY,No
2018-03-20,6940,,HAG,DIY,No
2018-03-21,7000,,HAG,DIY,No
2018-03-22,7190,,HAG,DIY,No
2018-03-23,7000,,HAG,DIY,No
2018-03-26,6960,,HAG,DIY,No
2018-03-27,6820,,HAG,DIY,No
2018-03-28,6700,,HAG,DIY,No
2018-03-29,6700,,HAG,DIY,No
2018-03-30,6610,,HAG,DIY,No
2018-04-02,6150,,HAG,DIY,No
2018-04-03,6430,,HAG,DIY,No
2018-04-04,6300,,HAG,DIY,No
2018-04-05,6250,,HAG,DIY,No
2018-04-06,6190,,HAG,DIY,No
2018-04-09,6050,,HAG,DIY,No
2018-04-10,5750,,HAG,DIY,No
2018-04-11,5430,,HAG,DIY,No
2018-04-12,5280,,HAG,DIY,No
2018-04-13,5480,,HAG,DIY,No
2018-04-16,5700,,HAG,DIY,No
2018-04-17,5800,,HAG,DIY,No
2018-04-18,5670,,HAG,DIY,No
2018-04-19,5490,,HAG,DIY,No
2018-04-20,5510,,HAG,DIY,No
2018-04-23,5330,,HAG,DIY,No
2018-04-24,5400,,HAG,DIY,No
2018-04-26,5400,,HAG,DIY,No
2018-04-27,5300,,HAG,DIY,No
2018-05-02,4930,,HAG,DIY,No
2018-05-03,4820,,HAG,DIY,No
2018-05-04,5150,,HAG,DIY,No
2018-05-07,5200,,HAG,DIY,No
2018-05-08,5280,,HAG,DIY,No
2018-05-09,5250,,HAG,DIY,No
2018-05-10,5100,,HAG,DIY,No
2018-05-11,5200,,HAG,DIY,No
2018-05-14,5140,,HAG,DIY,No
2018-05-15,5160,,HAG,DIY,No
2018-05-16,5200,,HAG,DIY,No
2018-05-17,5250,,HAG,DIY,No
2018-05-18,5260,,HAG,DIY,No
2018-05-21,5250,,HAG,DIY,No
2018-05-22,5050,,HAG,DIY,No
2018-05-23,5000,,HAG,DIY,No
2018-05-24,4900,,HAG,DIY,No
2018-05-25,4750,,HAG,DIY,No
2018-05-28,4420,,HAG,DIY,No
2018-05-29,4490,,HAG,DIY,No
2018-05-30,4430,,HAG,DIY,No
2018-05-31,4460,,HAG,DIY,No
2018-06-01,4500,,HAG,DIY,No
2018-06-04,4620,,HAG,DIY,No
2018-06-05,4730,,HAG,DIY,No
2018-06-06,4660,,HAG,DIY,No
2018-06-07,4780,,HAG,DIY,No
2018-06-08,4790,,HAG,DIY,No
2018-06-11,4610,,HAG,DIY,No
2018-06-12,4450,,HAG,DIY,No
2018-06-13,4490,,HAG,DIY,No
2018-06-14,4650,,HAG,DIY,No
2018-06-15,4690,,HAG,DIY,No
2018-06-18,5010,,HAG,DIY,No
2018-06-19,4760,,HAG,DIY,No
2018-06-20,4770,,HAG,DIY,No
2018-06-21,4770,,HAG,DIY,No
2018-06-22,4700,,HAG,DIY,No
2018-06-25,4840,,HAG,DIY,No
2018-06-26,5070,,HAG,DIY,No
2018-06-27,5130,,HAG,DIY,No
2018-06-28,5000,,HAG,DIY,No
2018-06-29,5210,,HAG,DIY,No
2018-07-02,5200,,HAG,DIY,No
2018-07-03,5050,,HAG,DIY,No
2018-07-04,4880,,HAG,DIY,No
2018-07-05,4990,,HAG,DIY,No
2018-07-06,5190,,HAG,DIY,No
2018-07-09,5000,,HAG,DIY,No
2018-07-10,4970,,HAG,DIY,No
2018-07-11,4880,,HAG,DIY,No
2018-07-12,5000,,HAG,DIY,No
2018-07-13,5350,,HAG,DIY,No
2018-07-16,5720,,HAG,DIY,No
2018-07-17,5930,,HAG,DIY,No
2018-07-18,6330,,HAG,DIY,No
2018-07-19,6260,,HAG,DIY,No
2018-07-20,6190,,HAG,DIY,No
2018-07-23,6620,,HAG,DIY,No
2018-07-24,7080,,HAG,DIY,No
2018-07-25,7120,,HAG,DIY,No
2018-07-26,6630,,HAG,DIY,No
2018-07-27,7090,,HAG,DIY,No
2018-07-30,7580,,HAG,DIY,No
2018-07-31,7620,,HAG,DIY,No
2018-08-01,7100,,HAG,DIY,No
2018-08-02,6900,,HAG,DIY,No
2018-08-03,7150,,HAG,DIY,No
2018-08-06,7230,,HAG,DIY,No
2018-08-07,6820,,HAG,DIY,No
2018-08-08,6950,,HAG,DIY,No
2018-08-09,7430,,HAG,DIY,No
2018-08-10,7530,,HAG,DIY,No
2018-08-13,7400,,HAG,DIY,No
2018-08-14,7290,,HAG,DIY,No
2018-08-15,7000,,HAG,DIY,No
2018-08-16,6700,,HAG,DIY,No
2018-08-17,6670,,HAG,DIY,No
2018-08-20,7120,,HAG,DIY,No
2018-08-21,7130,,HAG,DIY,No
2018-08-22,7010,,HAG,DIY,No
2018-08-23,7000,,HAG,DIY,No
2018-08-24,6900,,HAG,DIY,No
2018-08-27,6800,,HAG,DIY,No
2018-08-28,6900,,HAG,DIY,No
2018-08-29,6990,,HAG,DIY,No
2018-08-30,6890,,HAG,DIY,No
2018-08-31,6790,,HAG,DIY,No
